valid_start,valid_end,station_number,T_Celsius,MinT_Celsius,MaxT_Celsius,Precip_mm
1/01/2017 0:00,1/01/2017 1:00,70351,15.8,15.4,16.2,0
1/01/2017 1:00,1/01/2017 2:00,70351,15.5,14.8,15.6,0
1/01/2017 2:00,1/01/2017 3:00,70351,14.8,14.1,15.1,0
1/01/2017 3:00,1/01/2017 4:00,70351,14.2,13.5,14.6,0
1/01/2017 4:00,1/01/2017 5:00,70351,14.4,12.6,14.7,0
1/01/2017 5:00,1/01/2017 6:00,70351,13.5,13.5,15.7,0
1/01/2017 6:00,1/01/2017 7:00,70351,15.7,15.6,19.3,0
1/01/2017 7:00,1/01/2017 8:00,70351,19.2,19.2,21.2,0
1/01/2017 8:00,1/01/2017 9:00,70351,21,20.8,23.6,0
1/01/2017 9:00,1/01/2017 10:00,70351,23,22.3,23.5,0
1/01/2017 10:00,1/01/2017 11:00,70351,23.3,23.1,26.1,0
1/01/2017 11:00,1/01/2017 12:00,70351,26,25.5,27.3,0
1/01/2017 12:00,1/01/2017 13:00,70351,26.8,26.3,27.8,0
1/01/2017 13:00,1/01/2017 14:00,70351,26.8,26.6,27.8,0
1/01/2017 14:00,1/01/2017 15:00,70351,26.8,26.1,27.5,0
1/01/2017 15:00,1/01/2017 16:00,70351,26.1,26,26.7,0
1/01/2017 16:00,1/01/2017 17:00,70351,26.4,23.4,26.5,0
1/01/2017 17:00,1/01/2017 18:00,70351,23.6,23.5,24.3,0
1/01/2017 18:00,1/01/2017 19:00,70351,23.9,23,24,0
1/01/2017 19:00,1/01/2017 20:00,70351,22.9,22.2,23.2,0
1/01/2017 20:00,1/01/2017 21:00,70351,22.2,21.3,22.3,0
1/01/2017 21:00,1/01/2017 22:00,70351,21.3,20.7,21.3,0
1/01/2017 22:00,1/01/2017 23:00,70351,21.1,20.2,21.1,0
1/01/2017 23:00,2/01/2017 0:00,70351,20.4,19.3,20.6,0
2/01/2017 0:00,2/01/2017 1:00,70351,19.3,17.7,19.5,0
2/01/2017 1:00,2/01/2017 2:00,70351,17.7,16.3,17.9,0
2/01/2017 2:00,2/01/2017 3:00,70351,16.5,16.3,17.1,0
2/01/2017 3:00,2/01/2017 4:00,70351,16.4,15.8,17,0
2/01/2017 4:00,2/01/2017 5:00,70351,16.6,15.7,16.8,0
2/01/2017 5:00,2/01/2017 6:00,70351,16.3,16.2,17.7,0
2/01/2017 6:00,2/01/2017 7:00,70351,17.7,17.6,19.3,0
2/01/2017 7:00,2/01/2017 8:00,70351,19.4,19.2,21.1,0
2/01/2017 8:00,2/01/2017 9:00,70351,19.6,19.6,21.7,0
2/01/2017 9:00,2/01/2017 10:00,70351,21.7,21.5,24.2,0
2/01/2017 10:00,2/01/2017 11:00,70351,24.3,23.3,26,0
2/01/2017 11:00,2/01/2017 12:00,70351,25.5,24.9,27.2,0
2/01/2017 12:00,2/01/2017 13:00,70351,26.2,25.3,28.2,0
2/01/2017 13:00,2/01/2017 14:00,70351,26.7,26.6,29.8,0
2/01/2017 14:00,2/01/2017 15:00,70351,27.9,27.4,29.9,0
2/01/2017 15:00,2/01/2017 16:00,70351,28.1,27.3,29.7,0
2/01/2017 16:00,2/01/2017 17:00,70351,28.9,23.1,29.5,0
2/01/2017 17:00,2/01/2017 18:00,70351,22.9,20.5,23.1,0
2/01/2017 18:00,2/01/2017 19:00,70351,20.6,18.3,20.9,0
2/01/2017 19:00,2/01/2017 20:00,70351,18.2,16.4,18.3,0
2/01/2017 20:00,2/01/2017 21:00,70351,16.5,15.3,16.6,0
2/01/2017 21:00,2/01/2017 22:00,70351,15.4,14,15.7,0
2/01/2017 22:00,2/01/2017 23:00,70351,14.1,13.6,14.3,0
2/01/2017 23:00,3/01/2017 0:00,70351,14,13.2,14.4,0
3/01/2017 0:00,3/01/2017 1:00,70351,13.7,13.1,14.3,0
3/01/2017 1:00,3/01/2017 2:00,70351,14.4,14.3,15.2,0
3/01/2017 2:00,3/01/2017 3:00,70351,15.2,15.1,15.4,0
3/01/2017 3:00,3/01/2017 4:00,70351,15.2,15.1,15.2,0
3/01/2017 4:00,3/01/2017 5:00,70351,15.1,15,15.2,0
3/01/2017 5:00,3/01/2017 6:00,70351,15.1,14.8,16.3,0
3/01/2017 6:00,3/01/2017 7:00,70351,16.3,16,17.4,0
3/01/2017 7:00,3/01/2017 8:00,70351,16.6,16.4,20,0
3/01/2017 8:00,3/01/2017 9:00,70351,18.9,18.1,20,0
3/01/2017 9:00,3/01/2017 10:00,70351,19.6,19.5,22.8,0
3/01/2017 10:00,3/01/2017 11:00,70351,22.2,21.4,23.8,0
3/01/2017 11:00,3/01/2017 12:00,70351,23.8,22.9,25.2,0
3/01/2017 12:00,3/01/2017 13:00,70351,24.2,23.7,26.2,0
3/01/2017 13:00,3/01/2017 14:00,70351,26.9,23.9,27.1,0
3/01/2017 14:00,3/01/2017 15:00,70351,24.9,23.6,25.8,0
3/01/2017 15:00,3/01/2017 16:00,70351,23.9,23.5,25.3,0
3/01/2017 16:00,3/01/2017 17:00,70351,23.8,22.2,24.4,0
3/01/2017 17:00,3/01/2017 18:00,70351,22.5,20.3,22.6,0
3/01/2017 18:00,3/01/2017 19:00,70351,20.3,19,20.3,0
3/01/2017 19:00,3/01/2017 20:00,70351,19.1,18.1,19.1,0
3/01/2017 20:00,3/01/2017 21:00,70351,18.1,17.3,18.2,0
3/01/2017 21:00,3/01/2017 22:00,70351,17.3,16.2,17.3,0
3/01/2017 22:00,3/01/2017 23:00,70351,16.2,15,16.4,0
3/01/2017 23:00,4/01/2017 0:00,70351,15.1,15.1,15.9,0
4/01/2017 0:00,4/01/2017 1:00,70351,15.9,15.1,15.9,0
4/01/2017 1:00,4/01/2017 2:00,70351,15.1,12.7,15.3,0
4/01/2017 2:00,4/01/2017 3:00,70351,12.6,11.3,13.3,0
4/01/2017 3:00,4/01/2017 4:00,70351,11.9,11.4,12.6,0
4/01/2017 4:00,4/01/2017 5:00,70351,11.9,11,12.8,0
4/01/2017 5:00,4/01/2017 6:00,70351,11.6,11.5,15,0
4/01/2017 6:00,4/01/2017 7:00,70351,15,14.9,16.5,0
4/01/2017 7:00,4/01/2017 8:00,70351,16.3,16.1,17.5,0
4/01/2017 8:00,4/01/2017 9:00,70351,17.4,17.1,20.4,0
4/01/2017 9:00,4/01/2017 10:00,70351,19,18.8,22.5,0
4/01/2017 10:00,4/01/2017 11:00,70351,21.7,20.4,22.2,0
4/01/2017 11:00,4/01/2017 12:00,70351,21.7,21,23.4,0
4/01/2017 12:00,4/01/2017 13:00,70351,22.5,22,23.7,0
4/01/2017 13:00,4/01/2017 14:00,70351,22.3,22,23.8,0
4/01/2017 14:00,4/01/2017 15:00,70351,22.8,22.4,24.6,0
4/01/2017 15:00,4/01/2017 16:00,70351,23.9,23,25.1,0
4/01/2017 16:00,4/01/2017 17:00,70351,23.7,23.2,24.7,0
4/01/2017 17:00,4/01/2017 18:00,70351,23.9,21.7,24.2,0
4/01/2017 18:00,4/01/2017 19:00,70351,21.6,20.3,22.3,0
4/01/2017 19:00,4/01/2017 20:00,70351,20.2,18.3,20.3,0
4/01/2017 20:00,4/01/2017 21:00,70351,18.3,17.2,18.4,0
4/01/2017 21:00,4/01/2017 22:00,70351,17.2,16,17.3,0
4/01/2017 22:00,4/01/2017 23:00,70351,16,15,16,0
4/01/2017 23:00,5/01/2017 0:00,70351,15.1,13.8,15.2,0
5/01/2017 0:00,5/01/2017 1:00,70351,13.8,11.9,14.2,0
5/01/2017 1:00,5/01/2017 2:00,70351,12.4,11.2,12.6,0
5/01/2017 2:00,5/01/2017 3:00,70351,11.4,11.3,13.3,0
5/01/2017 3:00,5/01/2017 4:00,70351,13,12,13,0
5/01/2017 4:00,5/01/2017 5:00,70351,12.4,12.4,13.5,0
5/01/2017 5:00,5/01/2017 6:00,70351,13.4,13.4,14.8,0
5/01/2017 6:00,5/01/2017 7:00,70351,14.8,14.7,16.9,0
5/01/2017 7:00,5/01/2017 8:00,70351,16.9,16.8,19.2,0
5/01/2017 8:00,5/01/2017 9:00,70351,18.7,18.3,21,0
5/01/2017 9:00,5/01/2017 10:00,70351,20.7,20.6,23.1,0
5/01/2017 10:00,5/01/2017 11:00,70351,22.5,22.1,24.8,0
5/01/2017 11:00,5/01/2017 12:00,70351,24.8,23.8,26.9,0
5/01/2017 12:00,5/01/2017 13:00,70351,25.7,24.9,28.3,0
5/01/2017 13:00,5/01/2017 14:00,70351,26.7,26.5,29.3,0
5/01/2017 14:00,5/01/2017 15:00,70351,28.8,27.2,29.8,0
5/01/2017 15:00,5/01/2017 16:00,70351,28.3,27.7,29.9,0
5/01/2017 16:00,5/01/2017 17:00,70351,29.6,22.1,29.9,0
5/01/2017 17:00,5/01/2017 18:00,70351,22,18.7,22.2,0.4
5/01/2017 18:00,5/01/2017 19:00,70351,19,16.8,19.2,0.8
5/01/2017 19:00,5/01/2017 20:00,70351,17.6,16.9,18,0.2
5/01/2017 20:00,5/01/2017 21:00,70351,17.1,16.3,17.1,0
5/01/2017 21:00,5/01/2017 22:00,70351,16.5,16.5,17.2,0
5/01/2017 22:00,5/01/2017 23:00,70351,17.1,16.9,17.5,0
5/01/2017 23:00,6/01/2017 0:00,70351,17,14.5,17.1,0
6/01/2017 0:00,6/01/2017 1:00,70351,16.3,15.2,16.8,0
6/01/2017 1:00,6/01/2017 2:00,70351,15.2,14.9,15.8,0
6/01/2017 2:00,6/01/2017 3:00,70351,15.6,15.5,15.8,0
6/01/2017 3:00,6/01/2017 4:00,70351,15.9,15.8,16,0
6/01/2017 4:00,6/01/2017 5:00,70351,15.8,14.9,15.9,0
6/01/2017 5:00,6/01/2017 6:00,70351,15.5,15.4,16.3,0
6/01/2017 6:00,6/01/2017 7:00,70351,16.4,16.2,18.6,0
6/01/2017 7:00,6/01/2017 8:00,70351,18.4,18.3,20.7,0
6/01/2017 8:00,6/01/2017 9:00,70351,20.2,20.2,23.1,0
6/01/2017 9:00,6/01/2017 10:00,70351,22.2,22.2,25.2,0
6/01/2017 10:00,6/01/2017 11:00,70351,24.6,23.9,26.7,0
6/01/2017 11:00,6/01/2017 12:00,70351,26.4,25.1,28.2,0
6/01/2017 12:00,6/01/2017 13:00,70351,28.2,26.8,29.3,0
6/01/2017 13:00,6/01/2017 14:00,70351,28.5,28.1,30.1,0
6/01/2017 14:00,6/01/2017 15:00,70351,29.2,27.8,30.6,0
6/01/2017 15:00,6/01/2017 16:00,70351,29.9,28.3,30.5,0
6/01/2017 16:00,6/01/2017 17:00,70351,29.7,27.2,30.3,0
6/01/2017 17:00,6/01/2017 18:00,70351,28.5,25.5,28.7,0
6/01/2017 18:00,6/01/2017 19:00,70351,25.7,23.4,25.8,0
6/01/2017 19:00,6/01/2017 20:00,70351,23.4,21.4,23.5,0
6/01/2017 20:00,6/01/2017 21:00,70351,21.3,19.8,21.5,0
6/01/2017 21:00,6/01/2017 22:00,70351,19.9,18.7,20,0
6/01/2017 22:00,6/01/2017 23:00,70351,19,18.3,19,0
6/01/2017 23:00,7/01/2017 0:00,70351,18.4,17.3,18.4,0
7/01/2017 0:00,7/01/2017 1:00,70351,17.1,15.5,17.4,0
7/01/2017 1:00,7/01/2017 2:00,70351,15.5,13.7,15.6,0
7/01/2017 2:00,7/01/2017 3:00,70351,13.8,13.7,14.7,0
7/01/2017 3:00,7/01/2017 4:00,70351,14.3,12.6,14.3,0
7/01/2017 4:00,7/01/2017 5:00,70351,12.9,12.1,13.2,0
7/01/2017 5:00,7/01/2017 6:00,70351,11.8,11.8,14.5,0
7/01/2017 6:00,7/01/2017 7:00,70351,14.5,14.4,17.7,0
7/01/2017 7:00,7/01/2017 8:00,70351,17.1,17,19.5,0
7/01/2017 8:00,7/01/2017 9:00,70351,19.9,19.2,22,0
7/01/2017 9:00,7/01/2017 10:00,70351,21.7,21.7,24.3,0
7/01/2017 10:00,7/01/2017 11:00,70351,23.8,23.6,26.7,0
7/01/2017 11:00,7/01/2017 12:00,70351,26.4,25.6,28.8,0
7/01/2017 12:00,7/01/2017 13:00,70351,27.1,26.9,30.4,0
7/01/2017 13:00,7/01/2017 14:00,70351,29.1,29.1,30.9,0
7/01/2017 14:00,7/01/2017 15:00,70351,30.6,29.8,32.4,0
7/01/2017 15:00,7/01/2017 16:00,70351,31.1,30,32.2,0
7/01/2017 16:00,7/01/2017 17:00,70351,31.9,30.4,32.1,0
7/01/2017 17:00,7/01/2017 18:00,70351,30.7,29.3,31,0
7/01/2017 18:00,7/01/2017 19:00,70351,29.5,27.7,29.5,0
7/01/2017 19:00,7/01/2017 20:00,70351,27.7,25.3,27.7,0
7/01/2017 20:00,7/01/2017 21:00,70351,25.2,23.5,25.4,0
7/01/2017 21:00,7/01/2017 22:00,70351,23.6,21.6,23.8,0
7/01/2017 22:00,7/01/2017 23:00,70351,21.9,20,22.3,0
7/01/2017 23:00,8/01/2017 0:00,70351,19.9,17.8,20.6,0
8/01/2017 0:00,8/01/2017 1:00,70351,18.2,17.6,18.8,0
8/01/2017 1:00,8/01/2017 2:00,70351,18,16,18.2,0
8/01/2017 2:00,8/01/2017 3:00,70351,15.7,15.3,16.6,0
8/01/2017 3:00,8/01/2017 4:00,70351,16.2,15.5,16.5,0
8/01/2017 4:00,8/01/2017 5:00,70351,15.5,15,16,0
8/01/2017 5:00,8/01/2017 6:00,70351,15.8,14.9,16,0
8/01/2017 6:00,8/01/2017 7:00,70351,15.8,15.7,19.6,0
8/01/2017 7:00,8/01/2017 8:00,70351,19.5,19.4,21.6,0
8/01/2017 8:00,8/01/2017 9:00,70351,21.6,21.5,24.3,0
8/01/2017 9:00,8/01/2017 10:00,70351,24.3,24.2,27.8,0
8/01/2017 10:00,8/01/2017 11:00,70351,26.7,26.6,29.9,0
8/01/2017 11:00,8/01/2017 12:00,70351,29.4,29.2,31.2,0
8/01/2017 12:00,8/01/2017 13:00,70351,30.9,30.1,32.2,0
8/01/2017 13:00,8/01/2017 14:00,70351,31.1,30.1,31.6,0
8/01/2017 14:00,8/01/2017 15:00,70351,31.3,30.4,31.5,0
8/01/2017 15:00,8/01/2017 16:00,70351,31,30.3,31.4,0
8/01/2017 16:00,8/01/2017 17:00,70351,30.7,30.2,31.1,0
8/01/2017 17:00,8/01/2017 18:00,70351,30.4,29.3,30.5,0
8/01/2017 18:00,8/01/2017 19:00,70351,29.2,28,29.3,0
8/01/2017 19:00,8/01/2017 20:00,70351,28.1,24.8,28.2,0
8/01/2017 20:00,8/01/2017 21:00,70351,24.8,23.5,25.2,0
8/01/2017 21:00,8/01/2017 22:00,70351,23.5,22.5,24.8,0
8/01/2017 22:00,8/01/2017 23:00,70351,22.9,22.7,23.6,0
8/01/2017 23:00,9/01/2017 0:00,70351,22.9,22.1,23,0
9/01/2017 0:00,9/01/2017 1:00,70351,22.1,21.6,22.3,0
9/01/2017 1:00,9/01/2017 2:00,70351,22.3,21.6,22.5,0
9/01/2017 2:00,9/01/2017 3:00,70351,21.9,20.2,22,0
9/01/2017 3:00,9/01/2017 4:00,70351,20.9,19.3,20.9,0
9/01/2017 4:00,9/01/2017 5:00,70351,19.4,19.3,20.3,0
9/01/2017 5:00,9/01/2017 6:00,70351,19.6,19.3,21,0
9/01/2017 6:00,9/01/2017 7:00,70351,21,20.9,23.4,0
9/01/2017 7:00,9/01/2017 8:00,70351,23.5,23.4,25.4,0
9/01/2017 8:00,9/01/2017 9:00,70351,25.6,25.4,27.2,0
9/01/2017 9:00,9/01/2017 10:00,70351,27.1,26.9,29,0
9/01/2017 10:00,9/01/2017 11:00,70351,29,28.9,33.1,0
9/01/2017 11:00,9/01/2017 12:00,70351,33.1,31.8,34.9,0
9/01/2017 12:00,9/01/2017 13:00,70351,35.2,33.1,35.7,0
9/01/2017 13:00,9/01/2017 14:00,70351,33.5,32.6,34.7,0
9/01/2017 14:00,9/01/2017 15:00,70351,32.8,31.9,34.5,0
9/01/2017 15:00,9/01/2017 16:00,70351,31.9,30.9,32.2,0
9/01/2017 16:00,9/01/2017 17:00,70351,31.5,28.4,31.6,0
9/01/2017 17:00,9/01/2017 18:00,70351,28.3,26.7,28.4,0
9/01/2017 18:00,9/01/2017 19:00,70351,26.7,25.7,26.8,0
9/01/2017 19:00,9/01/2017 20:00,70351,25.7,21.8,25.7,0
9/01/2017 20:00,9/01/2017 21:00,70351,22.4,21.1,22.9,0
9/01/2017 21:00,9/01/2017 22:00,70351,21.2,21,22,0
9/01/2017 22:00,9/01/2017 23:00,70351,21.4,21.1,21.7,0
9/01/2017 23:00,10/01/2017 0:00,70351,21.3,20.9,21.4,0
10/01/2017 0:00,10/01/2017 1:00,70351,21,20.2,21,0
10/01/2017 1:00,10/01/2017 2:00,70351,20.2,19.1,20.3,0
10/01/2017 2:00,10/01/2017 3:00,70351,19.5,18.2,19.8,0
10/01/2017 3:00,10/01/2017 4:00,70351,18.2,17.4,18.5,0
10/01/2017 4:00,10/01/2017 5:00,70351,17.3,17.3,18.6,0
10/01/2017 5:00,10/01/2017 6:00,70351,18.4,17.6,19.1,0
10/01/2017 6:00,10/01/2017 7:00,70351,19.3,19.1,22.4,0
10/01/2017 7:00,10/01/2017 8:00,70351,22.4,22.3,25.5,0
10/01/2017 8:00,10/01/2017 9:00,70351,25.1,25,27.4,0
10/01/2017 9:00,10/01/2017 10:00,70351,27.1,26.8,28.8,0
10/01/2017 10:00,10/01/2017 11:00,70351,29.3,28.6,31.1,0
10/01/2017 11:00,10/01/2017 12:00,70351,30.1,30.1,32.8,0
10/01/2017 12:00,10/01/2017 13:00,70351,32.2,30.7,32.7,0
10/01/2017 13:00,10/01/2017 14:00,70351,31.6,30.7,34.2,0
10/01/2017 14:00,10/01/2017 15:00,70351,30.8,30.3,31.1,0
10/01/2017 15:00,10/01/2017 16:00,70351,30.5,30.1,32.4,0
10/01/2017 16:00,10/01/2017 17:00,70351,30.3,29.9,32.3,0
10/01/2017 17:00,10/01/2017 18:00,70351,31.5,29.2,31.9,0
10/01/2017 18:00,10/01/2017 19:00,70351,29.4,28.5,29.7,0
10/01/2017 19:00,10/01/2017 20:00,70351,28.4,26.8,28.5,0
10/01/2017 20:00,10/01/2017 21:00,70351,26.8,22.5,27,0
10/01/2017 21:00,10/01/2017 22:00,70351,22.7,21.2,22.8,0
10/01/2017 22:00,10/01/2017 23:00,70351,21.2,19.1,21.4,0
10/01/2017 23:00,11/01/2017 0:00,70351,19.1,18.7,20.2,0
11/01/2017 0:00,11/01/2017 1:00,70351,18.7,18.4,19.5,0
11/01/2017 1:00,11/01/2017 2:00,70351,19.5,18.1,19.5,0
11/01/2017 2:00,11/01/2017 3:00,70351,18.7,18.6,19.8,0
11/01/2017 3:00,11/01/2017 4:00,70351,19.8,17.7,19.9,0
11/01/2017 4:00,11/01/2017 5:00,70351,18.1,16.1,18.5,0
11/01/2017 5:00,11/01/2017 6:00,70351,16.6,16.5,19.3,0
11/01/2017 6:00,11/01/2017 7:00,70351,19.4,19.3,23.3,0
11/01/2017 7:00,11/01/2017 8:00,70351,23.4,23.3,27.6,0
11/01/2017 8:00,11/01/2017 9:00,70351,27.5,27.4,30.5,0
11/01/2017 9:00,11/01/2017 10:00,70351,29.6,29.3,32.8,0
11/01/2017 10:00,11/01/2017 11:00,70351,32.6,31.1,34.3,0
11/01/2017 11:00,11/01/2017 12:00,70351,33.3,32,34.9,0
11/01/2017 12:00,11/01/2017 13:00,70351,33.9,32.7,35,0
11/01/2017 13:00,11/01/2017 14:00,70351,34.1,32.8,35.9,0
11/01/2017 14:00,11/01/2017 15:00,70351,35,33.8,36,0
11/01/2017 15:00,11/01/2017 16:00,70351,34.6,32.7,35.3,0
11/01/2017 16:00,11/01/2017 17:00,70351,34.2,32.6,34.7,0
11/01/2017 17:00,11/01/2017 18:00,70351,33.4,32.4,33.7,0
11/01/2017 18:00,11/01/2017 19:00,70351,32.5,30.2,32.5,0
11/01/2017 19:00,11/01/2017 20:00,70351,30.2,27.1,30.3,0
11/01/2017 20:00,11/01/2017 21:00,70351,27.1,21.9,27.3,0
11/01/2017 21:00,11/01/2017 22:00,70351,21.9,18.7,22,0
11/01/2017 22:00,11/01/2017 23:00,70351,19.2,15.5,19.2,0
11/01/2017 23:00,12/01/2017 0:00,70351,15.8,15,16.3,0
12/01/2017 0:00,12/01/2017 1:00,70351,15.8,15.3,16,0
12/01/2017 1:00,12/01/2017 2:00,70351,15.5,14.6,15.8,0
12/01/2017 2:00,12/01/2017 3:00,70351,14.9,14.5,15.5,0
12/01/2017 3:00,12/01/2017 4:00,70351,15.5,13,15.6,0
12/01/2017 4:00,12/01/2017 5:00,70351,13.3,13,14.2,0
12/01/2017 5:00,12/01/2017 6:00,70351,13,12.9,15.6,0
12/01/2017 6:00,12/01/2017 7:00,70351,15.8,15.6,18.9,0
12/01/2017 7:00,12/01/2017 8:00,70351,19,18.9,21.1,0
12/01/2017 8:00,12/01/2017 9:00,70351,20.7,20.5,23.7,0
12/01/2017 9:00,12/01/2017 10:00,70351,23.1,22.9,26.3,0
12/01/2017 10:00,12/01/2017 11:00,70351,26.3,25.3,28.5,0
12/01/2017 11:00,12/01/2017 12:00,70351,27.6,27.4,29.7,0
12/01/2017 12:00,12/01/2017 13:00,70351,29.1,29,31.4,0
12/01/2017 13:00,12/01/2017 14:00,70351,30.7,30.4,33,0
12/01/2017 14:00,12/01/2017 15:00,70351,32.4,32,33.8,0
12/01/2017 15:00,12/01/2017 16:00,70351,33.1,32.8,35.1,0
12/01/2017 16:00,12/01/2017 17:00,70351,34.3,33.9,35.1,0
12/01/2017 17:00,12/01/2017 18:00,70351,34.3,24,34.7,0
12/01/2017 18:00,12/01/2017 19:00,70351,24,21.1,24.1,0
12/01/2017 19:00,12/01/2017 20:00,70351,21.1,20.1,21.2,0
12/01/2017 20:00,12/01/2017 21:00,70351,20.4,19.9,20.4,0
12/01/2017 21:00,12/01/2017 22:00,70351,19.9,19.7,20,0
12/01/2017 22:00,12/01/2017 23:00,70351,19.8,19.7,19.9,0
12/01/2017 23:00,13/01/2017 0:00,70351,19.8,19.8,19.9,0
13/01/2017 0:00,13/01/2017 1:00,70351,19.9,19.9,20.1,0
13/01/2017 1:00,13/01/2017 2:00,70351,20.1,20,20.1,0
13/01/2017 2:00,13/01/2017 3:00,70351,20,19.6,20,0
13/01/2017 3:00,13/01/2017 4:00,70351,19.6,18.9,19.7,0
13/01/2017 4:00,13/01/2017 5:00,70351,19,18.9,19.4,0
13/01/2017 5:00,13/01/2017 6:00,70351,19,17.2,19,0
13/01/2017 6:00,13/01/2017 7:00,70351,19,18.9,21.6,0
13/01/2017 7:00,13/01/2017 8:00,70351,20.8,20.7,23.5,0
13/01/2017 8:00,13/01/2017 9:00,70351,23,22.8,25,0
13/01/2017 9:00,13/01/2017 10:00,70351,24.8,24.4,26.6,0
13/01/2017 10:00,13/01/2017 11:00,70351,26.4,26.1,28.4,0
13/01/2017 11:00,13/01/2017 12:00,70351,28.4,27.7,30.8,0
13/01/2017 12:00,13/01/2017 13:00,70351,30.6,30.4,37.9,0
13/01/2017 13:00,13/01/2017 14:00,70351,37.4,36.5,39.6,0
13/01/2017 14:00,13/01/2017 15:00,70351,38.4,36.8,38.8,0
13/01/2017 15:00,13/01/2017 16:00,70351,36.8,24.1,37,0.2
13/01/2017 16:00,13/01/2017 17:00,70351,29.3,29.2,32,0
13/01/2017 17:00,13/01/2017 18:00,70351,31.9,31.5,32.2,0
13/01/2017 18:00,13/01/2017 19:00,70351,31.9,30.2,32.1,0
13/01/2017 19:00,13/01/2017 20:00,70351,30.1,28.2,30.2,0
13/01/2017 20:00,13/01/2017 21:00,70351,28.2,26.3,28.3,0
13/01/2017 21:00,13/01/2017 22:00,70351,26.3,25.6,26.3,0
13/01/2017 22:00,13/01/2017 23:00,70351,25.6,25.2,25.7,0
13/01/2017 23:00,14/01/2017 0:00,70351,25.6,24.5,25.6,0
14/01/2017 0:00,14/01/2017 1:00,70351,24.4,23.2,24.5,0
14/01/2017 1:00,14/01/2017 2:00,70351,23.2,22.3,23.3,0
14/01/2017 2:00,14/01/2017 3:00,70351,22.3,20.3,22.3,0.2
14/01/2017 3:00,14/01/2017 4:00,70351,20.4,20.1,20.6,0
14/01/2017 4:00,14/01/2017 5:00,70351,20.1,18.9,20.2,0
14/01/2017 5:00,14/01/2017 6:00,70351,18.9,18.9,19.7,0
14/01/2017 6:00,14/01/2017 7:00,70351,19.7,19.6,21.4,0
14/01/2017 7:00,14/01/2017 8:00,70351,21.2,20.8,23.9,0
14/01/2017 8:00,14/01/2017 9:00,70351,23.6,23.2,24.9,0
14/01/2017 9:00,14/01/2017 10:00,70351,24.1,23.5,25.5,0
14/01/2017 10:00,14/01/2017 11:00,70351,25.4,24.6,27.8,0
14/01/2017 11:00,14/01/2017 12:00,70351,26.2,25.4,28.5,0
14/01/2017 12:00,14/01/2017 13:00,70351,27.2,27.1,30.2,0
14/01/2017 13:00,14/01/2017 14:00,70351,29.1,28.2,30.3,0
14/01/2017 14:00,14/01/2017 15:00,70351,29.6,28.1,29.9,0
14/01/2017 15:00,14/01/2017 16:00,70351,29.1,27.4,29.5,0
14/01/2017 16:00,14/01/2017 17:00,70351,28.2,26.4,28.4,0
14/01/2017 17:00,14/01/2017 18:00,70351,26.9,25.1,27.4,0
14/01/2017 18:00,14/01/2017 19:00,70351,25.2,23.1,25.4,0
14/01/2017 19:00,14/01/2017 20:00,70351,23.1,21.1,23.2,0
14/01/2017 20:00,14/01/2017 21:00,70351,21.3,18.6,21.4,0
14/01/2017 21:00,14/01/2017 22:00,70351,18.5,16.5,19.3,0
14/01/2017 22:00,14/01/2017 23:00,70351,16.8,14.4,17.1,0
14/01/2017 23:00,15/01/2017 0:00,70351,15,15,16,0
15/01/2017 0:00,15/01/2017 1:00,70351,15.4,14.3,16,0
15/01/2017 1:00,15/01/2017 2:00,70351,15.3,12.6,15.3,0
15/01/2017 2:00,15/01/2017 3:00,70351,12.8,11.8,13.4,0
15/01/2017 3:00,15/01/2017 4:00,70351,12.5,11.5,12.9,0
15/01/2017 4:00,15/01/2017 5:00,70351,12.3,11.3,12.4,0
15/01/2017 5:00,15/01/2017 6:00,70351,11.9,11.7,13.4,0
15/01/2017 6:00,15/01/2017 7:00,70351,13.4,13.4,16.2,0
15/01/2017 7:00,15/01/2017 8:00,70351,16.5,16.1,19.3,0
15/01/2017 8:00,15/01/2017 9:00,70351,19.1,18.6,20.7,0
15/01/2017 9:00,15/01/2017 10:00,70351,20.7,20.1,22.8,0
15/01/2017 10:00,15/01/2017 11:00,70351,22.7,22.2,25.8,0
15/01/2017 11:00,15/01/2017 12:00,70351,25.1,24.9,27.7,0
15/01/2017 12:00,15/01/2017 13:00,70351,26.3,26.2,29.1,0
15/01/2017 13:00,15/01/2017 14:00,70351,28.2,28,30.8,0
15/01/2017 14:00,15/01/2017 15:00,70351,29.7,29,30.8,0
15/01/2017 15:00,15/01/2017 16:00,70351,29.7,29.7,31.4,0
15/01/2017 16:00,15/01/2017 17:00,70351,31.1,24.8,31.1,0
15/01/2017 17:00,15/01/2017 18:00,70351,25.2,20.9,25.2,0
15/01/2017 18:00,15/01/2017 19:00,70351,20.6,18.1,20.9,0
15/01/2017 19:00,15/01/2017 20:00,70351,18.1,17.4,18.2,0
15/01/2017 20:00,15/01/2017 21:00,70351,17.4,17.2,17.5,0
15/01/2017 21:00,15/01/2017 22:00,70351,17.4,17.4,18,0
15/01/2017 22:00,15/01/2017 23:00,70351,18,17.8,18.1,0
15/01/2017 23:00,16/01/2017 0:00,70351,17.8,17.7,17.9,0
16/01/2017 0:00,16/01/2017 1:00,70351,17.7,17.5,17.8,0
16/01/2017 1:00,16/01/2017 2:00,70351,17.6,17.5,17.7,0
